time,symbol,quantity,price
2025-12-09 15:20:06.077719+00,BTCUSDT,6e-05,90904.55
2025-12-09 15:20:06.077475+00,BTCUSDT,6e-05,90904.55
2025-12-09 15:20:06.077227+00,BTCUSDT,6e-05,90904.54
2025-12-09 15:20:06.076982+00,BTCUSDT,6e-05,90904.54
2025-12-09 15:20:06.07673+00,BTCUSDT,6e-05,90904.54
2025-12-09 15:20:06.076463+00,BTCUSDT,6e-05,90904.54
2025-12-09 15:20:06.076213+00,BTCUSDT,6e-05,90904.54
2025-12-09 15:20:06.075935+00,BTCUSDT,6e-05,90904.54
2025-12-09 15:20:06.075681+00,BTCUSDT,6e-05,90904.54
2025-12-09 15:20:06.075418+00,BTCUSDT,0.00012,90904.54
2025-12-09 15:20:06.07519+00,BTCUSDT,6e-05,90904.54
2025-12-09 15:20:06.074947+00,BTCUSDT,6e-05,90904.54
2025-12-09 15:20:06.074719+00,BTCUSDT,0.00125,90904.54
2025-12-09 15:20:06.074466+00,BTCUSDT,0.00022,90904.53
2025-12-09 15:20:06.074245+00,ETHUSDT,0.1728,3140.11
2025-12-09 15:20:06.073971+00,ETHUSDT,0.0016,3140.06
2025-12-09 15:20:06.073729+00,ETHUSDT,0.0017,3140.05
2025-12-09 15:20:06.073474+00,ETHUSDT,0.0017,3140.05
2025-12-09 15:20:06.073181+00,ETHUSDT,0.0017,3140.05
2025-12-09 15:20:06.071874+00,ETHUSDT,0.0308,3140
2025-12-09 15:20:06.07162+00,ETHUSDT,0.1083,3140
2025-12-09 15:20:06.071339+00,ETHUSDT,0.0318,3140
2025-12-09 15:20:06.071092+00,BTCUSDT,6e-05,90903.4
2025-12-09 15:20:06.070849+00,BTCUSDT,6e-05,90903.4
2025-12-09 15:20:06.070594+00,BTCUSDT,6e-05,90903.4
2025-12-09 15:20:06.068566+00,BTCUSDT,6e-05,90903.4
2025-12-09 15:20:06.06829+00,BTCUSDT,6e-05,90903.39
2025-12-09 15:20:06.067889+00,BTCUSDT,6e-05,90903.39
2025-12-09 15:20:06.067256+00,BTCUSDT,6e-05,90903.39
2025-12-09 15:20:06.066972+00,BTCUSDT,6e-05,90903.39
2025-12-09 15:20:06.066715+00,BTCUSDT,6e-05,90903.39
2025-12-09 15:20:06.066462+00,BTCUSDT,6e-05,90903.39
2025-12-09 15:20:06.066198+00,BTCUSDT,6e-05,90903.39
2025-12-09 15:20:06.065941+00,BTCUSDT,6e-05,90903.39
2025-12-09 15:20:06.065682+00,BTCUSDT,6e-05,90903.39
2025-12-09 15:20:06.065426+00,BTCUSDT,0.00012,90903.39
2025-12-09 15:20:06.065146+00,ETHUSDT,0.0637,3140
2025-12-09 15:20:06.064809+00,ETHUSDT,0.0637,3140
2025-12-09 15:20:06.06427+00,ETHUSDT,0.051,3140
2025-12-09 15:20:06.061591+00,ETHUSDT,0.0016,3140
2025-12-09 15:20:06.061194+00,ETHUSDT,0.0016,3140
2025-12-09 15:20:06.060918+00,ETHUSDT,0.0017,3139.99
2025-12-09 15:20:06.060672+00,ETHUSDT,0.0017,3139.99
2025-12-09 15:20:06.06037+00,ETHUSDT,0.0017,3139.99
2025-12-09 15:20:06.060073+00,ETHUSDT,0.0024,3139.97
2025-12-09 15:20:06.05982+00,ETHUSDT,0.002,3139.92
2025-12-09 15:20:06.059503+00,ETHUSDT,0.0017,3139.86
2025-12-09 15:20:06.059161+00,ETHUSDT,0.0033,3139.86
2025-12-09 15:20:06.058894+00,ETHUSDT,0.0289,3139.84
2025-12-09 15:20:06.058622+00,ETHUSDT,0.1,3139.8
2025-12-09 15:20:06.058373+00,ETHUSDT,0.0017,3139.79
2025-12-09 15:20:06.058112+00,ETHUSDT,0.0017,3139.79
2025-12-09 15:20:06.057862+00,ETHUSDT,0.0017,3139.79
2025-12-09 15:20:06.057624+00,ETHUSDT,0.0016,3139.78
2025-12-09 15:20:06.057373+00,ETHUSDT,0.0017,3139.71
2025-12-09 15:20:06.057122+00,ETHUSDT,0.0032,3139.7
2025-12-09 15:20:06.056877+00,ETHUSDT,0.0024,3139.7
2025-12-09 15:20:06.05664+00,ETHUSDT,0.0024,3139.7
2025-12-09 15:20:06.056386+00,ETHUSDT,0.0024,3139.7
2025-12-09 15:20:06.056128+00,ETHUSDT,0.0017,3139.7
2025-12-09 15:20:06.055879+00,ETHUSDT,0.0024,3139.7
2025-12-09 15:20:06.055642+00,ETHUSDT,2.8135,3139.7
2025-12-09 15:20:06.055394+00,BTCUSDT,0.00075,90903.38
2025-12-09 15:20:06.055116+00,BTCUSDT,0.00026,90904.54
2025-12-09 15:20:06.054866+00,BTCUSDT,7e-05,90904.24
2025-12-09 15:20:06.054611+00,BTCUSDT,0.001,90904
2025-12-09 15:20:06.054358+00,BTCUSDT,6e-05,90903.6
2025-12-09 15:20:06.054063+00,BTCUSDT,0.003,90903.46
2025-12-09 15:20:06.053784+00,BTCUSDT,9e-05,90903.39
2025-12-09 15:20:06.052716+00,BTCUSDT,6e-05,90902.01
2025-12-09 15:20:06.052453+00,BTCUSDT,0.00036,90902
2025-12-09 15:20:06.052023+00,BTCUSDT,0.00064,90902
2025-12-09 15:20:06.050132+00,BTCUSDT,6e-05,90901.72
2025-12-09 15:20:06.049878+00,BTCUSDT,0.02781,90901.72
2025-12-09 15:20:06.049628+00,BTCUSDT,6e-05,90901.71
2025-12-09 15:20:06.049376+00,BTCUSDT,6e-05,90901.71
2025-12-09 15:20:06.04906+00,BTCUSDT,6e-05,90901.71
2025-12-09 15:20:06.048809+00,BTCUSDT,6e-05,90901.54
2025-12-09 15:20:06.048497+00,BTCUSDT,6e-05,90901.54
2025-12-09 15:20:06.048241+00,BTCUSDT,6e-05,90901.53
2025-12-09 15:20:06.047977+00,BTCUSDT,6e-05,90901.53
2025-12-09 15:20:06.047723+00,BTCUSDT,6e-05,90901.53
2025-12-09 15:20:06.047472+00,BTCUSDT,6e-05,90901.53
2025-12-09 15:20:06.047209+00,BTCUSDT,6e-05,90901.53
2025-12-09 15:20:06.046933+00,BTCUSDT,6e-05,90901.53
2025-12-09 15:20:06.046583+00,BTCUSDT,0.00012,90901.53
2025-12-09 15:20:06.046038+00,BTCUSDT,6e-05,90901.53
2025-12-09 15:20:06.0455+00,BTCUSDT,0.01643,90901.53
2025-12-09 15:20:06.044967+00,ETHUSDT,0.2,3139.7
2025-12-09 15:20:06.044543+00,ETHUSDT,0.4,3139.7
2025-12-09 15:20:06.044198+00,ETHUSDT,0.5865,3139.7
2025-12-09 15:20:06.043909+00,ETHUSDT,0.0017,3139.69
2025-12-09 15:20:06.043622+00,ETHUSDT,0.0017,3139.69
2025-12-09 15:20:06.043353+00,ETHUSDT,0.0017,3139.69
2025-12-09 15:20:06.043034+00,ETHUSDT,0.0319,3139.69
2025-12-09 15:20:06.042715+00,ETHUSDT,0.002,3139.68
2025-12-09 15:20:06.042407+00,ETHUSDT,0.0024,3139.66
2025-12-09 15:20:06.042092+00,ETHUSDT,0.0016,3139.64
2025-12-09 15:20:06.041822+00,ETHUSDT,0.0017,3139.63
2025-12-09 15:20:06.041575+00,ETHUSDT,0.0685,3139.62
2025-12-09 15:20:06.041324+00,ETHUSDT,0.0796,3139.62
2025-12-09 15:20:06.041049+00,ETHUSDT,0.0017,3139.61
2025-12-09 15:20:06.040791+00,ETHUSDT,0.0017,3139.61
2025-12-09 15:20:06.040533+00,ETHUSDT,0.0017,3139.61
2025-12-09 15:20:06.040129+00,ETHUSDT,0.0156,3139.61
2025-12-09 15:20:06.03267+00,ETHUSDT,0.008,3139.61
2025-12-09 15:20:06.0324+00,ETHUSDT,0.0052,3139.61
2025-12-09 15:20:06.032133+00,ETHUSDT,0.0028,3139.56
2025-12-09 15:20:06.031857+00,ETHUSDT,0.0291,3139.56
2025-12-09 15:20:06.031595+00,ETHUSDT,0.0017,3139.55
2025-12-09 15:20:06.031342+00,ETHUSDT,0.0017,3139.55
2025-12-09 15:20:06.031023+00,ETHUSDT,0.0017,3139.55
2025-12-09 15:20:06.030707+00,ETHUSDT,0.0037,3139.54
2025-12-09 15:20:06.029871+00,ETHUSDT,0.0017,3139.54
2025-12-09 15:20:06.028394+00,ETHUSDT,0.0017,3139.54
2025-12-09 15:20:06.027805+00,ETHUSDT,0.0024,3139.54
2025-12-09 15:20:06.027533+00,ETHUSDT,0.0017,3139.54
2025-12-09 15:20:06.027251+00,ETHUSDT,0.0024,3139.54
2025-12-09 15:20:06.026948+00,ETHUSDT,0.0032,3139.54
2025-12-09 15:20:06.026675+00,ETHUSDT,0.0024,3139.54
2025-12-09 15:20:06.026318+00,ETHUSDT,0.0024,3139.54
2025-12-09 15:20:06.025907+00,ETHUSDT,0.0024,3139.54
2025-12-09 15:20:06.025586+00,ETHUSDT,0.0024,3139.54
2025-12-09 15:20:06.025283+00,ETHUSDT,0.0017,3139.54
2025-12-09 15:20:06.024986+00,ETHUSDT,0.0017,3139.54
2025-12-09 15:20:06.02473+00,ETHUSDT,0.036,3139.54
2025-12-09 15:20:06.024484+00,ETHUSDT,0.008,3139.54
2025-12-09 15:20:06.024181+00,ETHUSDT,0.008,3139.54
2025-12-09 15:20:06.023897+00,ETHUSDT,0.008,3139.54
2025-12-09 15:20:06.023542+00,ETHUSDT,0.008,3139.54
2025-12-09 15:20:06.023299+00,BTCUSDT,0.00497,90901.53
2025-12-09 15:20:06.022995+00,BTCUSDT,0.0034,90901.53
2025-12-09 15:20:06.022725+00,BTCUSDT,7e-05,90901.53
2025-12-09 15:20:06.022406+00,BTCUSDT,6e-05,90901.52
2025-12-09 15:20:06.022122+00,BTCUSDT,6e-05,90901.52
2025-12-09 15:20:06.021855+00,BTCUSDT,6e-05,90901.52
2025-12-09 15:20:06.021581+00,BTCUSDT,6e-05,90900.01
2025-12-09 15:20:06.021294+00,BTCUSDT,6e-05,90900.01
2025-12-09 15:20:06.021008+00,BTCUSDT,0.00109,90900
2025-12-09 15:20:06.020727+00,BTCUSDT,6e-05,90900
2025-12-09 15:20:06.020453+00,BTCUSDT,6e-05,90900
2025-12-09 15:20:06.019981+00,BTCUSDT,6e-05,90900
2025-12-09 15:20:06.019728+00,BTCUSDT,6e-05,90900
2025-12-09 15:20:06.019465+00,BTCUSDT,6e-05,90900
2025-12-09 15:20:06.019169+00,BTCUSDT,0.00012,90900
2025-12-09 15:20:06.018775+00,BTCUSDT,6e-05,90900
2025-12-09 15:20:06.017979+00,BTCUSDT,6e-05,90900
2025-12-09 15:20:06.017365+00,BTCUSDT,0.001,90900
2025-12-09 15:20:06.006951+00,ETHUSDT,0.008,3139.54
2025-12-09 15:20:06.006717+00,ETHUSDT,0.008,3139.54
2025-12-09 15:20:06.00648+00,ETHUSDT,0.008,3139.54
2025-12-09 15:20:06.006217+00,ETHUSDT,0.008,3139.54
2025-12-09 15:20:06.005958+00,BTCUSDT,6e-05,90899.17
2025-12-09 15:20:06.005728+00,ETHUSDT,0.0017,3139.53
2025-12-09 15:20:06.005492+00,ETHUSDT,0.0024,3139.53
2025-12-09 15:20:06.005214+00,ETHUSDT,0.0024,3139.53
2025-12-09 15:20:06.004941+00,ETHUSDT,0.0024,3139.53
2025-12-09 15:20:06.004692+00,ETHUSDT,0.0017,3139.53
2025-12-09 15:20:06.004446+00,ETHUSDT,0.0017,3139.53
2025-12-09 15:20:06.004155+00,ETHUSDT,0.0032,3139.53
2025-12-09 15:20:06.003903+00,ETHUSDT,0.0403,3139.53
2025-12-09 15:20:06.003666+00,ETHUSDT,0.0024,3139.53
2025-12-09 15:20:06.003425+00,ETHUSDT,0.0024,3139.53
2025-12-09 15:20:06.003138+00,ETHUSDT,0.0024,3139.53
2025-12-09 15:20:06.0029+00,ETHUSDT,0.0024,3139.53
2025-12-09 15:20:06.002646+00,ETHUSDT,0.0024,3139.53
2025-12-09 15:20:06.002382+00,ETHUSDT,0.0024,3139.53
2025-12-09 15:20:06.002058+00,ETHUSDT,0.0017,3139.53
2025-12-09 15:20:06.001469+00,ETHUSDT,0.0017,3139.53
2025-12-09 15:20:06.000977+00,ETHUSDT,0.3329,3139.53
2025-12-09 15:20:06.000711+00,BTCUSDT,6e-05,90898.83
2025-12-09 15:20:05.998569+00,BTCUSDT,6e-05,90898.83
2025-12-09 15:20:05.998273+00,BTCUSDT,6e-05,90898.83
2025-12-09 15:20:05.997961+00,BTCUSDT,6e-05,90898.83
2025-12-09 15:20:05.997575+00,BTCUSDT,6e-05,90898.82
2025-12-09 15:20:05.997067+00,BTCUSDT,6e-05,90898.82
2025-12-09 15:20:05.99638+00,BTCUSDT,7e-05,90898.82
2025-12-09 15:20:05.995405+00,ETHUSDT,1.1722,3139.53
2025-12-09 15:20:05.994753+00,ETHUSDT,1.6819,3139.53
2025-12-09 15:20:05.994351+00,ETHUSDT,0.7752,3139.53
2025-12-09 15:20:05.993976+00,BTCUSDT,6e-05,90898.01
2025-12-09 15:20:05.993702+00,BTCUSDT,6e-05,90898.01
2025-12-09 15:20:05.993422+00,BTCUSDT,6e-05,90898.01
2025-12-09 15:20:05.993074+00,BTCUSDT,6e-05,90898.01
2025-12-09 15:20:05.992763+00,BTCUSDT,6e-05,90898.01
2025-12-09 15:20:05.992473+00,BTCUSDT,6e-05,90898
2025-12-09 15:20:05.992172+00,BTCUSDT,6e-05,90898
2025-12-09 15:20:05.991867+00,BTCUSDT,6e-05,90898
2025-12-09 15:20:05.99162+00,BTCUSDT,0.00106,90898
2025-12-09 15:20:05.99137+00,BTCUSDT,6e-05,90898
2025-12-09 15:20:05.991065+00,BTCUSDT,6e-05,90898
2025-12-09 15:20:05.990789+00,BTCUSDT,6e-05,90898
2025-12-09 15:20:05.990492+00,BTCUSDT,0.00012,90898
2025-12-09 15:20:05.990208+00,BTCUSDT,6e-05,90898
2025-12-09 15:20:05.98989+00,BTCUSDT,6e-05,90898
2025-12-09 15:20:05.989573+00,BTCUSDT,6e-05,90898
2025-12-09 15:20:05.989209+00,BTCUSDT,6e-05,90898
2025-12-09 15:20:05.988464+00,BTCUSDT,0.001,90898
2025-12-09 15:20:05.870281+00,BTCUSDT,0.003,90897.1
2025-12-09 15:20:05.870003+00,BTCUSDT,7e-05,90896.11
2025-12-09 15:20:05.869741+00,BTCUSDT,0.00012,90896.05
2025-12-09 15:20:05.869465+00,BTCUSDT,0.001,90896
2025-12-09 15:20:05.869148+00,BTCUSDT,6e-05,90894.76
2025-12-09 15:20:05.868166+00,BTCUSDT,6e-05,90894.76
2025-12-09 15:20:05.867627+00,BTCUSDT,6e-05,90894.76
2025-12-09 15:20:05.867359+00,BTCUSDT,6e-05,90894.76
2025-12-09 15:20:05.867033+00,BTCUSDT,6e-05,90894.76
2025-12-09 15:20:05.866759+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.866509+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.866239+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.865966+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.865698+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.865435+00,BTCUSDT,0.00012,90894.75
2025-12-09 15:20:05.865084+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.864809+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.864528+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.864187+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.863831+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.863208+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.861233+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.86073+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.860281+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.859829+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.859264+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.858718+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.858405+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.858102+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.857762+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.85724+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.846487+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.845473+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.844913+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.844526+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.844181+00,BTCUSDT,0.00012,90894.74
2025-12-09 15:20:05.843918+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.843652+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.843386+00,BTCUSDT,1e-05,90894.74
2025-12-09 15:20:05.843034+00,BTCUSDT,7e-05,90894.74
2025-12-09 15:20:05.842717+00,BTCUSDT,0.00062,90894.74
2025-12-09 15:20:05.842379+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.842045+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.841787+00,ETHUSDT,0.1621,3139.53
2025-12-09 15:20:05.841553+00,ETHUSDT,0.0032,3139.53
2025-12-09 15:20:05.841309+00,ETHUSDT,0.0017,3139.52
2025-12-09 15:20:05.84107+00,ETHUSDT,0.0017,3139.52
2025-12-09 15:20:05.840838+00,ETHUSDT,0.0017,3139.52
2025-12-09 15:20:05.840606+00,ETHUSDT,0.0016,3139.52
2025-12-09 15:20:05.840366+00,ETHUSDT,0.05,3139.5
2025-12-09 15:20:05.840131+00,ETHUSDT,0.0016,3139.5
2025-12-09 15:20:05.839894+00,ETHUSDT,0.0308,3139.47
2025-12-09 15:20:05.839655+00,ETHUSDT,0.002,3139.44
2025-12-09 15:20:05.839411+00,ETHUSDT,0.0032,3139.42
2025-12-09 15:20:05.839153+00,ETHUSDT,0.1356,3139.39
2025-12-09 15:20:05.838917+00,ETHUSDT,0.0024,3139.35
2025-12-09 15:20:05.838677+00,ETHUSDT,0.0024,3139.35
2025-12-09 15:20:05.838426+00,ETHUSDT,0.2,3139.39
2025-12-09 15:20:05.838175+00,ETHUSDT,0.8,3139.39
2025-12-09 15:20:05.837932+00,ETHUSDT,0.0819,3139.39
2025-12-09 15:20:05.837679+00,ETHUSDT,0.01,3139.39
2025-12-09 15:20:05.837428+00,ETHUSDT,0.0017,3139.39
2025-12-09 15:20:05.837122+00,ETHUSDT,0.0016,3139.36
2025-12-09 15:20:05.836842+00,ETHUSDT,0.0024,3139.35
2025-12-09 15:20:05.836555+00,ETHUSDT,0.0024,3139.35
2025-12-09 15:20:05.835595+00,BTCUSDT,7e-05,90894.76
2025-12-09 15:20:05.835167+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.834491+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.834243+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.833987+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.833745+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.833438+00,BTCUSDT,6e-05,90894.75
2025-12-09 15:20:05.833184+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.832914+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.832659+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.8324+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.832149+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.831875+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.831635+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.831367+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.831062+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.830792+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.830284+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.829003+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.828261+00,BTCUSDT,6e-05,90894.74
2025-12-09 15:20:05.827582+00,ETHUSDT,0.0018,3139.29
2025-12-09 15:20:05.827213+00,ETHUSDT,0.0017,3139.28
2025-12-09 15:20:05.826912+00,ETHUSDT,0.0017,3139.28
2025-12-09 15:20:05.826635+00,ETHUSDT,0.0017,3139.28
2025-12-09 15:20:05.826305+00,ETHUSDT,0.0032,3139.27
2025-12-09 15:20:05.825943+00,BTCUSDT,9e-05,90894.34
2025-12-09 15:20:05.822823+00,BTCUSDT,0.001,90894
2025-12-09 15:20:05.822582+00,ETHUSDT,0.9676,3139.24
2025-12-09 15:20:05.822333+00,ETHUSDT,0.0017,3139.23
2025-12-09 15:20:05.822094+00,ETHUSDT,0.0017,3139.23
2025-12-09 15:20:05.821857+00,ETHUSDT,0.0017,3139.23
2025-12-09 15:20:05.821622+00,ETHUSDT,0.0017,3139.22
2025-12-09 15:20:05.821383+00,ETHUSDT,0.0017,3139.22
2025-12-09 15:20:05.821131+00,ETHUSDT,0.0017,3139.22
2025-12-09 15:20:05.820881+00,ETHUSDT,0.0016,3139.22
2025-12-09 15:20:05.820637+00,ETHUSDT,0.002,3139.2
2025-12-09 15:20:05.820381+00,ETHUSDT,0.0016,3139.2
2025-12-09 15:20:05.820105+00,ETHUSDT,0.0024,3139.17
2025-12-09 15:20:05.819843+00,ETHUSDT,0.0307,3139.16
2025-12-09 15:20:05.819596+00,ETHUSDT,0.0017,3139.15
2025-12-09 15:20:05.819328+00,ETHUSDT,0.0017,3139.15
2025-12-09 15:20:05.819029+00,ETHUSDT,0.0017,3139.14
2025-12-09 15:20:05.818637+00,ETHUSDT,0.0319,3139.14
2025-12-09 15:20:05.817883+00,BTCUSDT,6e-05,90893.61
2025-12-09 15:20:05.817546+00,BTCUSDT,0.01764,90893.61
2025-12-09 15:20:05.817231+00,BTCUSDT,0.00085,90893.61
2025-12-09 15:20:05.816804+00,BTCUSDT,0.0465,90893.61
2025-12-09 15:20:05.816436+00,BTCUSDT,0.00106,90893.61
2025-12-09 15:20:05.815975+00,BTCUSDT,0.00026,90893.61
2025-12-09 15:20:05.81553+00,BTCUSDT,6e-05,90893.6
2025-12-09 15:20:05.815194+00,BTCUSDT,6e-05,90893.6
2025-12-09 15:20:05.814898+00,BTCUSDT,6e-05,90893.6
2025-12-09 15:20:05.814624+00,BTCUSDT,0.005,90893.41
2025-12-09 15:20:05.81406+00,BTCUSDT,6e-05,90893.41
2025-12-09 15:20:05.812651+00,BTCUSDT,6e-05,90893.41
2025-12-09 15:20:05.812049+00,BTCUSDT,6e-05,90893.41
2025-12-09 15:20:05.811558+00,BTCUSDT,6e-05,90893.41
2025-12-09 15:20:05.811122+00,BTCUSDT,6e-05,90893.41
2025-12-09 15:20:05.810672+00,BTCUSDT,6e-05,90893.41
2025-12-09 15:20:05.810152+00,BTCUSDT,6e-05,90893.4
2025-12-09 15:20:05.809859+00,BTCUSDT,6e-05,90893.4
2025-12-09 15:20:05.809505+00,BTCUSDT,6e-05,90893.4
2025-12-09 15:20:05.809208+00,BTCUSDT,0.00012,90893.4
2025-12-09 15:20:05.808936+00,BTCUSDT,6e-05,90893.4
2025-12-09 15:20:05.808656+00,BTCUSDT,6e-05,90893.4
2025-12-09 15:20:05.808397+00,BTCUSDT,6e-05,90893.4
2025-12-09 15:20:05.808124+00,BTCUSDT,6e-05,90893.4
2025-12-09 15:20:05.807804+00,BTCUSDT,7e-05,90893.4
2025-12-09 15:20:05.807484+00,ETHUSDT,0.0017,3139.09
2025-12-09 15:20:05.807144+00,ETHUSDT,0.0017,3139.09
2025-12-09 15:20:05.806759+00,ETHUSDT,0.0024,3139.08
2025-12-09 15:20:05.806347+00,ETHUSDT,0.0032,3139.08
2025-12-09 15:20:05.806015+00,ETHUSDT,0.0024,3139.08
2025-12-09 15:20:05.805775+00,ETHUSDT,0.0017,3139.08
2025-12-09 15:20:05.805518+00,ETHUSDT,0.0001,3139.08
2025-12-09 15:20:05.805233+00,ETHUSDT,0.0023,3139.08
2025-12-09 15:20:05.804738+00,ETHUSDT,0.0024,3139.08
2025-12-09 15:20:05.802863+00,ETHUSDT,0.0017,3139.09
2025-12-09 15:20:05.802578+00,ETHUSDT,0.0016,3139.08
2025-12-09 15:20:05.802292+00,BTCUSDT,0.001,90892
2025-12-09 15:20:05.80182+00,BTCUSDT,0.00151,90891.55
2025-12-09 15:20:05.801077+00,BTCUSDT,0.003,90890.74
2025-12-09 15:20:05.800811+00,BTCUSDT,6e-05,90890.38
2025-12-09 15:20:05.800519+00,BTCUSDT,6e-05,90890.31
2025-12-09 15:20:05.80021+00,BTCUSDT,0.00634,90890.3
2025-12-09 15:20:05.799842+00,BTCUSDT,0.001,90890
2025-12-09 15:20:05.799392+00,ETHUSDT,0.0024,3139.04
2025-12-09 15:20:05.799014+00,ETHUSDT,0.0428,3139
2025-12-09 15:20:05.798723+00,ETHUSDT,0.9071,3139
2025-12-09 15:20:05.798326+00,ETHUSDT,0.5228,3139
2025-12-09 15:20:05.797311+00,BTCUSDT,0.00044,90888.79
2025-12-09 15:20:05.795462+00,BTCUSDT,0.00119,90888.15
2025-12-09 15:20:05.781481+00,BTCUSDT,0.008,90888
2025-12-09 15:20:05.781236+00,BTCUSDT,0.00066,90887.89
2025-12-09 15:20:05.780961+00,BTCUSDT,6e-05,90887.32
2025-12-09 15:20:05.780716+00,BTCUSDT,6e-05,90887.32
2025-12-09 15:20:05.780393+00,BTCUSDT,6e-05,90887.31
2025-12-09 15:20:05.779764+00,BTCUSDT,0.08545,90887.31
2025-12-09 15:20:05.778762+00,BTCUSDT,6e-05,90887.31
2025-12-09 15:20:05.778019+00,BTCUSDT,6e-05,90887.31
2025-12-09 15:20:05.777708+00,BTCUSDT,6e-05,90887.31
2025-12-09 15:20:05.777445+00,BTCUSDT,6e-05,90887.31
2025-12-09 15:20:05.777182+00,BTCUSDT,6e-05,90887.31
2025-12-09 15:20:05.776905+00,BTCUSDT,6e-05,90887.31
2025-12-09 15:20:05.776652+00,BTCUSDT,6e-05,90887.31
2025-12-09 15:20:05.776379+00,BTCUSDT,6e-05,90887.31
2025-12-09 15:20:05.776067+00,BTCUSDT,0.00012,90887.31
2025-12-09 15:20:05.775809+00,BTCUSDT,6e-05,90887.31
2025-12-09 15:20:05.77555+00,BTCUSDT,6e-05,90887.31
2025-12-09 15:20:05.775301+00,BTCUSDT,6e-05,90887.31
2025-12-09 15:20:05.775026+00,BTCUSDT,6e-05,90887.31
2025-12-09 15:20:05.774803+00,BTCUSDT,0.00012,90887.31
2025-12-09 15:20:05.774579+00,BTCUSDT,0.00012,90887.31
2025-12-09 15:20:05.77435+00,BTCUSDT,0.01133,90887.31
2025-12-09 15:20:05.774072+00,BTCUSDT,0.0011,90887.31
2025-12-09 15:20:05.772196+00,BTCUSDT,0.0011,90887.31
2025-12-09 15:20:05.770026+00,BTCUSDT,0.00012,90887.31
2025-12-09 15:20:05.769491+00,BTCUSDT,0.00012,90887.31
2025-12-09 15:20:05.769051+00,BTCUSDT,0.00012,90887.31
2025-12-09 15:20:05.768762+00,BTCUSDT,0.00012,90887.31
2025-12-09 15:20:05.768489+00,BTCUSDT,0.00012,90887.31
2025-12-09 15:20:05.768196+00,BTCUSDT,0.00012,90887.31
2025-12-09 15:20:05.767683+00,BTCUSDT,6e-05,90887.31
2025-12-09 15:20:05.767067+00,ETHUSDT,0.0347,3139
2025-12-09 15:20:05.766826+00,ETHUSDT,0.2512,3139
2025-12-09 15:20:05.766584+00,ETHUSDT,0.0024,3139
2025-12-09 15:20:05.766337+00,ETHUSDT,0.0537,3139
2025-12-09 15:20:05.76608+00,ETHUSDT,0.0024,3139
2025-12-09 15:20:05.765823+00,ETHUSDT,0.0024,3139
