time,symbol,price,quantity
2026-01-12 12:50:30.800481+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.800992+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.801518+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.802044+00:00,BTCUSDT,90750.0,0.00291
2026-01-12 12:50:30.802626+00:00,BTCUSDT,90750.0,0.0004
2026-01-12 12:50:30.803138+00:00,BTCUSDT,90750.0,0.00013
2026-01-12 12:50:30.803697+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.804214+00:00,BTCUSDT,90750.0,0.00033
2026-01-12 12:50:30.804761+00:00,BTCUSDT,90750.0,0.00023
2026-01-12 12:50:30.805271+00:00,BTCUSDT,90750.0,0.0003
2026-01-12 12:50:30.805768+00:00,BTCUSDT,90750.0,0.00535
2026-01-12 12:50:30.806285+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.806773+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.807287+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.807775+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.808261+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.808856+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.809360+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.809859+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.810337+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.810780+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.811256+00:00,BTCUSDT,90750.0,0.00251
2026-01-12 12:50:30.811748+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.812213+00:00,BTCUSDT,90750.0,0.00036
2026-01-12 12:50:30.812711+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.813458+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.814212+00:00,BTCUSDT,90750.0,6e-05
2026-01-12 12:50:30.814731+00:00,BTCUSDT,90750.01,9e-05
2026-01-12 12:50:30.815412+00:00,BTCUSDT,90750.01,6e-05
2026-01-12 12:50:30.815957+00:00,BTCUSDT,90750.01,6e-05
2026-01-12 12:50:30.816569+00:00,BTCUSDT,90750.01,6e-05
2026-01-12 12:50:30.817076+00:00,BTCUSDT,90750.01,6e-05
2026-01-12 12:50:30.817565+00:00,BTCUSDT,90750.01,6e-05
2026-01-12 12:50:30.818024+00:00,BTCUSDT,90750.01,6e-05
2026-01-12 12:50:30.818521+00:00,BTCUSDT,90750.01,6e-05
2026-01-12 12:50:30.818972+00:00,BTCUSDT,90750.01,6e-05
2026-01-12 12:50:30.819443+00:00,BTCUSDT,90750.01,6e-05
2026-01-12 12:50:30.819903+00:00,BTCUSDT,90750.01,6e-05
2026-01-12 12:50:30.820447+00:00,BTCUSDT,90750.01,6e-05
2026-01-12 12:50:30.820898+00:00,BTCUSDT,90750.01,6e-05
2026-01-12 12:50:30.821327+00:00,BTCUSDT,90750.08,7e-05
2026-01-12 12:50:30.821771+00:00,BTCUSDT,90750.21,0.0002
2026-01-12 12:50:30.822272+00:00,BTCUSDT,90750.22,6e-05
2026-01-12 12:50:30.822991+00:00,BTCUSDT,90750.23,8e-05
2026-01-12 12:50:30.823454+00:00,BTCUSDT,90750.23,0.00012
2026-01-12 12:50:30.823844+00:00,BTCUSDT,90751.5,6e-05
2026-01-12 12:50:30.824231+00:00,BTCUSDT,90751.86,6e-05
2026-01-12 12:50:30.824633+00:00,BTCUSDT,90751.86,6e-05
2026-01-12 12:50:30.825031+00:00,BTCUSDT,90751.86,6e-05
2026-01-12 12:50:30.825408+00:00,BTCUSDT,90752.0,0.001
2026-01-12 12:50:30.825800+00:00,BTCUSDT,90752.0,0.0008
2026-01-12 12:50:30.826247+00:00,BTCUSDT,90752.0,9e-05
2026-01-12 12:50:30.826702+00:00,BTCUSDT,90752.04,6e-05
2026-01-12 12:50:30.827120+00:00,BTCUSDT,90752.04,6e-05
2026-01-12 12:50:30.827543+00:00,BTCUSDT,90752.04,6e-05
2026-01-12 12:50:30.827954+00:00,BTCUSDT,90752.29,0.003
2026-01-12 12:50:30.828349+00:00,BTCUSDT,90752.29,6e-05
2026-01-12 12:50:30.828780+00:00,BTCUSDT,90752.29,6e-05
2026-01-12 12:50:30.829159+00:00,BTCUSDT,90752.29,6e-05
2026-01-12 12:50:30.829523+00:00,BTCUSDT,90752.8,7e-05
2026-01-12 12:50:30.829859+00:00,BTCUSDT,90752.8,7e-05
2026-01-12 12:50:30.830274+00:00,BTCUSDT,90753.37,6e-05
2026-01-12 12:50:30.830666+00:00,BTCUSDT,90753.37,0.00065
2026-01-12 12:50:30.831072+00:00,BTCUSDT,90753.37,6e-05
2026-01-12 12:50:30.831520+00:00,BTCUSDT,90753.37,6e-05
2026-01-12 12:50:30.831935+00:00,BTCUSDT,90753.37,6e-05
2026-01-12 12:50:30.832587+00:00,BTCUSDT,90754.0,0.001
2026-01-12 12:50:30.832990+00:00,BTCUSDT,90754.0,0.0008
2026-01-12 12:50:30.833409+00:00,BTCUSDT,90754.3,6e-05
2026-01-12 12:50:30.833821+00:00,BTCUSDT,90755.52,7e-05
2026-01-12 12:50:30.834268+00:00,BTCUSDT,90755.94,6e-05
2026-01-12 12:50:30.834661+00:00,BTCUSDT,90756.0,0.001
2026-01-12 12:50:30.835048+00:00,BTCUSDT,90756.0,0.00032
2026-01-12 12:50:30.835432+00:00,BTCUSDT,90756.0,0.00048
2026-01-12 12:50:31.117143+00:00,BTCUSDT,90756.35,0.00044
2026-01-12 12:50:31.117713+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.118245+00:00,BTCUSDT,90756.35,0.07469
2026-01-12 12:50:31.118760+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.119336+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.119819+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.120293+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.120758+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.121193+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.121646+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.122090+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.122587+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.123057+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.123564+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.124004+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.124451+00:00,BTCUSDT,90756.35,9e-05
2026-01-12 12:50:31.124886+00:00,BTCUSDT,90756.35,9e-05
2026-01-12 12:50:31.125329+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.125802+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.126255+00:00,BTCUSDT,90756.35,9e-05
2026-01-12 12:50:31.126740+00:00,BTCUSDT,90756.35,9e-05
2026-01-12 12:50:31.127206+00:00,BTCUSDT,90756.35,0.01629
2026-01-12 12:50:31.127662+00:00,BTCUSDT,90756.35,9e-05
2026-01-12 12:50:31.128085+00:00,BTCUSDT,90756.35,9e-05
2026-01-12 12:50:31.128523+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.128926+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.129372+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.129829+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.130268+00:00,BTCUSDT,90756.35,6e-05
2026-01-12 12:50:31.130705+00:00,BTCUSDT,90756.36,6e-05
2026-01-12 12:50:31.131184+00:00,BTCUSDT,90756.36,6e-05
2026-01-12 12:50:31.131680+00:00,BTCUSDT,90756.36,9e-05
2026-01-12 12:50:31.132175+00:00,BTCUSDT,90756.36,6e-05
2026-01-12 12:50:31.132655+00:00,BTCUSDT,90756.36,6e-05
2026-01-12 12:50:31.133112+00:00,BTCUSDT,90756.36,6e-05
2026-01-12 12:50:31.133570+00:00,BTCUSDT,90756.36,6e-05
2026-01-12 12:50:31.134001+00:00,BTCUSDT,90756.36,6e-05
2026-01-12 12:50:31.134478+00:00,BTCUSDT,90756.36,6e-05
2026-01-12 12:50:31.134928+00:00,BTCUSDT,90756.36,6e-05
2026-01-12 12:50:31.135402+00:00,BTCUSDT,90756.36,6e-05
2026-01-12 12:50:31.135860+00:00,BTCUSDT,90756.36,6e-05
2026-01-12 12:50:31.136289+00:00,BTCUSDT,90756.36,6e-05
2026-01-12 12:50:31.136708+00:00,BTCUSDT,90756.36,6e-05
2026-01-12 12:50:31.137108+00:00,BTCUSDT,90756.37,9e-05
2026-01-12 12:50:31.137540+00:00,BTCUSDT,90757.16,0.0002
2026-01-12 12:50:31.138690+00:00,BTCUSDT,90757.17,6e-05
2026-01-12 12:50:31.139085+00:00,BTCUSDT,90757.19,6e-05
2026-01-12 12:50:31.139475+00:00,BTCUSDT,90757.19,6e-05
2026-01-12 12:50:31.139811+00:00,BTCUSDT,90757.19,6e-05
2026-01-12 12:50:31.140142+00:00,BTCUSDT,90757.76,6e-05
2026-01-12 12:50:31.140496+00:00,BTCUSDT,90757.76,6e-05
2026-01-12 12:50:31.140828+00:00,BTCUSDT,90757.76,6e-05
2026-01-12 12:50:31.141160+00:00,BTCUSDT,90758.0,0.001
2026-01-12 12:50:31.141518+00:00,BTCUSDT,90758.0,0.0008
2026-01-12 12:50:31.141851+00:00,BTCUSDT,90758.24,2e-05
2026-01-12 12:50:32.165529+00:00,BTCUSDT,90758.24,5e-05
2026-01-12 12:50:32.165922+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.166312+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.166764+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.167143+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.167675+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.168095+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.168576+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.168942+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.169310+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.169726+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.170103+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.170479+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.170806+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.171128+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.171520+00:00,BTCUSDT,90758.24,9e-05
2026-01-12 12:50:32.171855+00:00,BTCUSDT,90758.24,9e-05
2026-01-12 12:50:32.172184+00:00,BTCUSDT,90758.24,9e-05
2026-01-12 12:50:32.172543+00:00,BTCUSDT,90758.24,9e-05
2026-01-12 12:50:32.172955+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.173314+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.173687+00:00,BTCUSDT,90758.24,9e-05
2026-01-12 12:50:32.174040+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.174384+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.174737+00:00,BTCUSDT,90758.24,9e-05
2026-01-12 12:50:32.175066+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.175469+00:00,BTCUSDT,90758.24,6e-05
2026-01-12 12:50:32.175842+00:00,BTCUSDT,90758.24,0.0001
2026-01-12 12:50:32.176193+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.176878+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.177280+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.177658+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.178016+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.178378+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.178732+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.179064+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.179432+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.179825+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.180453+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.180863+00:00,BTCUSDT,90758.25,7e-05
2026-01-12 12:50:32.182513+00:00,BTCUSDT,90758.25,2e-05
2026-01-12 12:50:32.183079+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.183531+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.183941+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.184396+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.184802+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.185211+00:00,BTCUSDT,90758.25,6e-05
2026-01-12 12:50:32.185670+00:00,BTCUSDT,90758.26,9e-05
2026-01-12 12:50:32.186070+00:00,BTCUSDT,90758.85,6e-05
2026-01-12 12:50:32.186489+00:00,BTCUSDT,90758.99,6e-05
2026-01-12 12:50:32.186896+00:00,BTCUSDT,90758.99,6e-05
2026-01-12 12:50:32.187278+00:00,BTCUSDT,90758.99,6e-05
2026-01-12 12:50:32.187777+00:00,BTCUSDT,90759.0,6e-05
2026-01-12 12:50:32.188267+00:00,BTCUSDT,90759.0,6e-05
2026-01-12 12:50:32.188650+00:00,BTCUSDT,90759.14,6e-05
2026-01-12 12:50:32.189025+00:00,BTCUSDT,90759.14,6e-05
2026-01-12 12:50:32.189383+00:00,BTCUSDT,90759.14,6e-05
2026-01-12 12:50:32.189820+00:00,BTCUSDT,90759.18,0.00036
2026-01-12 12:50:32.190175+00:00,BTCUSDT,90759.18,6e-05
2026-01-12 12:50:32.190566+00:00,BTCUSDT,90759.18,6e-05
2026-01-12 12:50:32.190917+00:00,BTCUSDT,90759.18,6e-05
2026-01-12 12:50:32.191261+00:00,BTCUSDT,90759.59,0.00243
2026-01-12 12:50:32.191613+00:00,BTCUSDT,90759.59,0.00057
2026-01-12 12:50:32.191971+00:00,BTCUSDT,90759.59,6e-05
2026-01-12 12:50:32.192344+00:00,BTCUSDT,90759.59,6e-05
2026-01-12 12:50:32.192803+00:00,BTCUSDT,90759.59,6e-05
2026-01-12 12:50:32.193209+00:00,BTCUSDT,90759.59,6e-05
2026-01-12 12:50:32.193612+00:00,BTCUSDT,90759.59,6e-05
2026-01-12 12:50:32.194069+00:00,BTCUSDT,90759.59,6e-05
2026-01-12 12:50:32.194487+00:00,BTCUSDT,90759.71,0.00011
2026-01-12 12:50:32.194855+00:00,BTCUSDT,90759.87,0.00012
2026-01-12 12:50:32.195248+00:00,BTCUSDT,90760.0,0.00082
2026-01-12 12:50:32.195619+00:00,BTCUSDT,90759.99,0.00021
2026-01-12 12:50:32.195978+00:00,BTCUSDT,90759.99,0.0003
2026-01-12 12:50:32.196326+00:00,BTCUSDT,90759.99,0.00022
2026-01-12 12:50:32.197106+00:00,BTCUSDT,90760.0,0.00218
2026-01-12 12:50:32.197544+00:00,BTCUSDT,90760.0,0.001
2026-01-12 12:50:32.197939+00:00,BTCUSDT,90760.0,0.0008
2026-01-12 12:50:32.198329+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:32.198736+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:32.199129+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:32.199538+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:32.199962+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:32.200327+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:32.200719+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:32.201089+00:00,BTCUSDT,90760.0,0.00012
2026-01-12 12:50:32.201526+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:32.201888+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:32.202241+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:32.202635+00:00,BTCUSDT,90760.0,0.00176
2026-01-12 12:50:32.202992+00:00,BTCUSDT,90760.0,0.01013
2026-01-12 12:50:32.203332+00:00,BTCUSDT,90760.0,0.0031
2026-01-12 12:50:32.205535+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:32.205877+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:32.206225+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:32.206551+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:32.206884+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:32.207200+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:32.207761+00:00,BTCUSDT,90760.0,0.00012
2026-01-12 12:50:32.208090+00:00,BTCUSDT,90760.0,0.00167
2026-01-12 12:50:32.209538+00:00,BTCUSDT,90760.0,0.0344
2026-01-12 12:50:32.419363+00:00,BTCUSDT,90760.0,0.00014
2026-01-12 12:50:32.644960+00:00,BTCUSDT,90760.0,0.00869
2026-01-12 12:50:32.822441+00:00,BTCUSDT,90760.0,0.00111
2026-01-12 12:50:33.033994+00:00,BTCUSDT,90760.0,0.00012
2026-01-12 12:50:33.645827+00:00,BTCUSDT,90760.0,0.00056
2026-01-12 12:50:34.196383+00:00,BTCUSDT,90760.0,7e-05
2026-01-12 12:50:34.335349+00:00,BTCUSDT,90760.0,0.00012
2026-01-12 12:50:34.336943+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:34.337766+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:34.338485+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:34.339168+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:34.339769+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:34.340368+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:34.340897+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:34.341363+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:34.341817+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:34.342282+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:34.342855+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:34.343351+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:34.343874+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:34.344869+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:34.413279+00:00,BTCUSDT,90759.99,0.00254
2026-01-12 12:50:34.414844+00:00,BTCUSDT,90759.99,0.01117
2026-01-12 12:50:34.884792+00:00,BTCUSDT,90760.0,0.00011
2026-01-12 12:50:34.886022+00:00,BTCUSDT,90760.0,0.00045
2026-01-12 12:50:35.285730+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:35.302484+00:00,BTCUSDT,90760.0,0.002
2026-01-12 12:50:35.512735+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:35.646873+00:00,BTCUSDT,90760.0,0.00065
2026-01-12 12:50:35.667285+00:00,BTCUSDT,90759.99,0.00051
2026-01-12 12:50:35.737478+00:00,BTCUSDT,90760.0,0.00011
2026-01-12 12:50:36.442114+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:36.443110+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:36.443699+00:00,BTCUSDT,90760.0,0.025
2026-01-12 12:50:36.444211+00:00,BTCUSDT,90760.0,0.0055
2026-01-12 12:50:36.444655+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.445049+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:36.445489+00:00,BTCUSDT,90760.0,0.0129
2026-01-12 12:50:36.445893+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:36.446334+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:36.446824+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:36.447276+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.447722+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.448161+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.448682+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.449226+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:36.449724+00:00,BTCUSDT,90760.0,0.00012
2026-01-12 12:50:36.450267+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:36.450743+00:00,BTCUSDT,90760.0,0.00012
2026-01-12 12:50:36.451187+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:36.451684+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.452208+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.452703+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.453211+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.453719+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.454296+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.454871+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.455499+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.456108+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.456733+00:00,BTCUSDT,90760.0,9e-05
2026-01-12 12:50:36.457300+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.457866+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.458388+00:00,BTCUSDT,90760.0,6e-05
2026-01-12 12:50:36.458869+00:00,BTCUSDT,90760.01,6e-05
2026-01-12 12:50:36.459386+00:00,BTCUSDT,90760.01,6e-05
2026-01-12 12:50:36.459993+00:00,BTCUSDT,90760.01,9e-05
2026-01-12 12:50:36.460508+00:00,BTCUSDT,90760.01,6e-05
2026-01-12 12:50:36.461050+00:00,BTCUSDT,90760.01,6e-05
2026-01-12 12:50:36.461604+00:00,BTCUSDT,90760.01,6e-05
2026-01-12 12:50:36.462100+00:00,BTCUSDT,90760.01,6e-05
2026-01-12 12:50:36.462563+00:00,BTCUSDT,90760.01,6e-05
2026-01-12 12:50:36.463017+00:00,BTCUSDT,90760.01,6e-05
2026-01-12 12:50:36.463514+00:00,BTCUSDT,90760.01,6e-05
2026-01-12 12:50:36.464124+00:00,BTCUSDT,90760.01,6e-05
